launch_speed,launch_angle,home_team,woba_value
104.5,34.8,ARI,2
92.4,23,ARI,1.25
102.6,22,ARI,0
94.2,45.3,ARI,0
88.2,29.3,ARI,0
103.3,9,ARI,0
108.3,8.9,ARI,0
102.6,9,ARI,0.9
96.5,23.5,ARI,0
98.4,20,ARI,0
81.1,15,ARI,0.9
97.7,-3.1,ARI,0
91,29.7,ARI,0
99.1,2,ARI,0.9
105.7,6.6,ARI,0.9
85.5,30,ARI,0
92.7,1.1,ARI,0
100.2,21,ARI,0
88.5,-28.1,ARI,0
99,23,ARI,1.25
94.8,13,ARI,0.9
92.8,20,ARI,0
72.7,27,ARI,0.9
75.2,9,ARI,0.9
43.9,-20,ARI,0
82.6,-22,ARI,0
83.6,-44.5,ARI,0
105.4,20,ARI,1.25
91.5,-19.1,ARI,0
77,-17,ARI,0
101.7,34.6,ARI,1.6
90.7,43,ARI,0
95.6,3,ARI,0.9
95.9,2.9,ARI,1.25
102.7,45.1,ARI,0
96.6,11.1,ARI,0.9
74.1,10,ARI,0.9
63.7,-54,ARI,0
90.7,32,ARI,0
101.3,5,ARI,1.25
93,28,ARI,0
104.6,-14,ARI,0
69,-28.8,ARI,0
74.4,43,ARI,0
101.2,25,ARI,0
81.8,47,ARI,0
96.7,-6.6,ARI,0
78.9,29,ARI,0
100.5,34,ARI,0
104.7,19,ARI,1.25
103.6,-26.3,ARI,0.9
99,15.8,ARI,0.9
68.1,-16,ARI,0
84.9,-24.3,ARI,0
82.2,33.1,ARI,0
90.5,6.6,ARI,0.9
73.8,-33.2,ARI,0
73.7,-10,ARI,0
85.7,4,ARI,0.9
84.6,-21.8,ARI,0
82.1,45.1,ARI,0
54.9,-10,ARI,0.9
94.4,33.1,ARI,0
97.9,8,ARI,0.9
69.9,-16.5,ARI,0
79.4,38.8,ARI,0
100.2,24.3,ARI,0
97.8,1,ARI,0
80.4,23.5,ARI,0.9
83.2,-3.4,ARI,0
91.2,47,ARI,0
84.7,6,ARI,0.9
82.9,-20.7,ARI,0
61.7,-65,ARI,0
77.2,24,ARI,0
103.7,19.9,ARI,0.9
95.7,31,ARI,1.25
103.8,-6,ARI,0
73.4,27.8,ARI,0.9
96.2,38.9,ARI,0
79,22,ARI,0.9
104,38,ARI,0
85.4,-10,ARI,0
101.3,2,ARI,0
100.2,-10,ARI,0
89.2,39.3,ARI,0
98.9,46,ARI,0
86.7,55.4,ARI,0
64.5,-24,ARI,0
84.7,-5,ARI,0
59.4,33.3,ARI,1.25
71.3,16,ARI,0.9
96.4,3.2,ARI,0
83,-40.3,ARI,0
85.8,46.7,ARI,0
96,16.9,ARI,0
87,51,ARI,0
93.9,8.5,ARI,0.9
78.9,77,ARI,0
107.9,32.5,ARI,2
93.3,36,ARI,0
97,16.5,ARI,0
90.8,5.3,ARI,0
62.6,-59,ARI,0
90.2,-13,ARI,0
94.8,4,ARI,1.25
71,19,ARI,0.9
93.1,31.3,ARI,0
44.5,-31.4,ARI,0.9
60.1,-18.6,ARI,0
101.6,34.5,ARI,1.6
95.4,-1,ARI,0.9
100.1,22,ARI,1.25
93.6,23,ARI,0
99.7,21,ARI,1.6
105.4,10,ARI,0.9
74.7,4,ARI,0
86,48.6,ARI,0
98.7,28.6,ARI,2
60.4,-26,ARI,0
81.2,9,ARI,0
91.6,28.4,ARI,0
89.1,61,ARI,0
109.3,6.6,ARI,0.9
95.4,10,ARI,0.9
100.1,15,ARI,1.6
55.1,-62,ARI,0
93.2,10,ARI,0
57.1,-5.5,ARI,0
89.6,49,ARI,0
91.7,-16,ARI,0
102,5,ARI,0.9
87.6,36,ARI,0
87.7,59,ARI,0
87.4,28.6,ARI,1.25
104.7,20,ARI,1.25
85.1,-15,ARI,0
101,54,ARI,0
102.2,8,ARI,0.9
69.3,-6.2,ARI,0
94.3,26,ARI,1.25
100.4,6,ARI,0
93.3,31.2,ARI,0
88.7,-1,ARI,0
17.7,-23,ARI,0.9
102.7,25,ARI,2
97.7,10,ARI,0
99.5,-25.1,ARI,0
89.9,75,ARI,0
59.4,-46,ARI,0
74.2,15,ARI,0.9
80,69,ARI,0
100.1,0.2,ARI,0.9
76.9,17,ARI,0
96.2,13.9,ARI,0.9
82.9,-20.7,ARI,0
74.2,-20.4,ARI,0
100.6,-24,ARI,0
94.2,3.1,ARI,0.9
93.3,14,ARI,1.25
95.1,-3.1,ARI,0
86.3,45.3,ARI,0
64.8,-1,ARI,0
49.8,31.3,ARI,0
80,69,ARI,0
102.5,11,ARI,0.9
59.3,-49,ARI,0
73.9,12.9,ARI,0.9
98.9,14,ARI,1.25
90.3,45,ARI,0
71.5,20,ARI,0.9
78.6,7.2,ARI,0
71.7,14.7,ARI,0.9
80.5,-7,ARI,0
98.9,14.4,ARI,0.9
95.3,46,ARI,0
89.5,-1,ARI,0
85.7,7.7,ARI,0.9
73.8,76,ARI,0
96.9,20.8,ARI,1.25
75.6,70,ARI,0
109,27.3,ARI,2
86.7,-7,ARI,0
94.9,1,ARI,0.9
103.1,8,ARI,0.9
86.6,31,ARI,0
76.2,-17,ARI,0
95.6,8,ARI,0.9
67.3,18,ARI,0.9
55.2,-74,ARI,0
93.9,4,ARI,0.9
87.5,27,ARI,0
101.1,13.3,ARI,0.9
109.3,27,ARI,2
85.1,-13,ARI,0
90.4,40.1,ARI,0
101.1,34.4,ARI,2
95.2,53,ARI,0
101.1,-10.6,ARI,0.9
74.8,46,ARI,0
81.1,82.3,ARI,0
108.3,9,ARI,0.9
69.8,-9.7,ARI,0
95.4,33,ARI,0
107.1,12,ARI,0.9
90.9,-11.5,ARI,0
74.9,-13,ARI,0
74.2,48,ARI,0
100.2,7.5,ARI,0.9
67.2,-11,ARI,0
83.5,43,ARI,0
92.6,49,ARI,0
102.1,9,ARI,0.9
75.3,36,ARI,0
101.7,38.4,ARI,2
76.9,-28.1,ARI,0
72.3,42.6,ARI,0
64.7,-86,ARI,0
96,4.1,ARI,0.9
93.2,12,ARI,0.9
96.3,4,ARI,0.9
94.3,40,ARI,0
91.6,-15.2,ARI,0
90.5,-8.4,ARI,0
82.9,-20.7,ARI,0
87.3,72,ARI,0.9
102.4,22.9,ARI,2
90.1,11,ARI,0
102.1,-9.1,ARI,0
101.9,-10,ARI,0.9
69,76,ARI,0
85.9,70,ARI,0
95.6,35.8,ARI,0
75.3,58,ARI,0
87.8,17,ARI,0.9
103.4,19.7,ARI,0
101.5,-15,ARI,0.9
79.8,20,ARI,0.9
77.9,-24,ARI,0
88.4,-18,ARI,0
66.7,-5.4,ARI,0
72.1,-19,ARI,0
88.1,24,ARI,0
100,-2,ARI,0
96.8,50,ARI,0
54,70,ARI,0
109.6,-3.7,ARI,0.9
75.2,-55,ARI,0
49.5,-33,ARI,0
89.5,-40.3,ARI,0
90.3,5,ARI,0
96.7,-9.1,ARI,0.9
63,11.8,ARI,0.9
65.6,9,ARI,0
88.8,31.9,ARI,0
99.6,16,ARI,0
88.7,44,ARI,0
93.8,27.9,ARI,0
104.8,-4.5,ARI,0.9
101.4,29,ARI,2
44.7,-61,ARI,0
77.1,30,ARI,0
80,69,ARI,0
57.8,39.9,ARI,0
88.6,-11,ARI,0
100.3,15,ARI,0
74.3,-12,ARI,0.9
52.5,42,ARI,0
103.7,26,ARI,2
82.7,-19,ARI,0
95.2,44,ARI,0
99.5,26,ARI,1.25
97.4,28.6,ARI,2
109.5,10.6,ARI,0.9
96.2,29.2,ARI,0
98.7,24.8,ARI,1.25
96.1,33,ARI,0
99.4,18,ARI,0.9
77.9,77,ARI,0
103.5,-9,ARI,0
103.2,1,ARI,0
67.6,78.8,ARI,0
89,-21,ARI,0
80,69,ARI,0
98.8,25,ARI,2
105.3,4.1,ARI,0
80,69,ARI,0
84.3,-20.7,ARI,0
82.8,63,ARI,0
107.3,-23,ARI,0
103.7,-8,ARI,0.9
73.8,40.2,ARI,0
91.4,14,ARI,0.9
108.7,30,ARI,2
102.1,16.4,ARI,0
102.6,20,ARI,0
72.9,58,ARI,0
94.2,32.3,ARI,0
95.1,-2,ARI,0
89.7,4,ARI,0
83,1,ARI,0
90.4,29.6,ARI,0
99.2,-23,ARI,0
96.2,48.9,ARI,0
96.6,11,ARI,0.9
94.2,-6,ARI,0
86.3,-19.3,ARI,0
72.3,-30,ARI,0
65.2,28,ARI,0.9
97.9,32.4,ARI,0
88,36,ARI,0
65.6,36,ARI,0.9
56.9,-36.8,ARI,0
89,-23,ARI,0
100.2,13,ARI,1.25
81.8,-20,ARI,0
80,69,ARI,0
92.1,43,ARI,0
78.5,29,ARI,0.9
108.1,-8.7,ARI,0
72.6,21.2,ARI,0.9
96.4,-27.1,ARI,0
103.4,18.7,ARI,0
103.3,-0.2,ARI,0
73.2,36,ARI,0.9
98.8,28,ARI,1.25
84.2,19,ARI,0.9
78.4,-12,ARI,0
97.5,23.5,ARI,0
102.9,7.8,ARI,0
84.2,6,ARI,0
51.7,-68.3,ARI,0
107.1,3,ARI,0.9
94.5,21,ARI,0
101.6,21.5,ARI,0
78.1,26,ARI,0.9
101.8,14,ARI,0
101.9,21,ARI,1.25
94,20.9,ARI,0
98.4,21,ARI,0
85.1,21.4,ARI,0
72.8,-5,ARI,0
81.5,44.6,ARI,0
59.4,2,ARI,0
101.3,0,ARI,0.9
85.7,26,ARI,0
68.3,-15.4,ARI,0
80.3,76,ARI,0
98.3,18.8,ARI,1.25
82.9,-20.7,ARI,0
87.9,17.8,ARI,0.9
97.9,17,ARI,0.9
41,-39,ARI,0
81.9,47.8,ARI,0
84.4,24.2,ARI,1.6
68.2,9,ARI,0
95,23.7,ARI,1.25
98.4,4,ARI,0
88.4,20,ARI,0
94.1,36.9,ARI,2
95.8,50,ARI,0
102.2,35,ARI,2
100.1,15,ARI,1.25
82.8,-13.9,ARI,0
72.5,0.8,ARI,0
82.9,8.4,ARI,0.9
89.2,39.3,ARI,0
90,32,ARI,0
94.9,-5,ARI,0.9
50.4,52.5,ARI,0
69.2,-27.6,ARI,0
73.7,-31,ARI,0.9
71.8,5,ARI,0
89.9,31,ARI,0
87.1,-12,ARI,0
82.8,42.9,ARI,0
40.8,6.8,ARI,0
67.2,-13.4,ARI,0.9
102.8,39,ARI,2
95.5,25,ARI,0
94.6,11.6,ARI,0
87.5,52,ARI,0
94.5,41.9,ARI,0
104.4,-15.9,ARI,0
84.8,35,ARI,0
110.9,17.7,ARI,1.25
98.7,11,ARI,0
83.5,52.4,ARI,0
73,-51,ARI,0.9
90.8,17.3,ARI,1.25
78.2,5.2,ARI,0.9
78.7,17,ARI,0.9
84.2,-14.8,ARI,0
105.1,-4,ARI,0
100.9,37,ARI,0
73.3,-31.8,ARI,0.9
92.6,25,ARI,0
108.4,9,ARI,0
62,-50.1,ARI,0
88.1,-9,ARI,0
69.7,-39.9,ARI,0
108,7.1,ARI,0.9
101,26.1,ARI,2
82.9,-20.7,ARI,0
103.1,24.9,ARI,1.25
103.4,40,ARI,0
20.4,1,ARI,0
92.5,30,ARI,0
77.9,-3,ARI,0
99.6,-16,ARI,0
100.4,-3,ARI,0
90.3,-6,ARI,0
96.2,37,ARI,0
91.4,35,ARI,1.25
96.6,43,ARI,0
85.5,56,ARI,0
97.8,7.4,ARI,0.9
96.4,-10,ARI,0
105.2,4.5,ARI,0.9
102.5,-4.4,ARI,0.9
99.9,38.2,ARI,0
70,-27,ARI,0.9
91.2,-15.9,ARI,0
71.5,18.4,ARI,0.9
91.6,22.8,ARI,1.25
78.6,2,ARI,0
85.4,-10.2,ARI,0
102.1,-22,ARI,0
63.3,-21,ARI,0.9
99.1,3,ARI,0
91.8,-10,ARI,0
77.3,49.9,ARI,0
66.3,52,ARI,0
93.5,34,ARI,0
81.5,69.5,ARI,0
93.7,43,ARI,0
69.1,-15.4,ARI,0
90.3,40,ARI,0
60.6,-5,ARI,0
99.7,1,ARI,0
89.2,39.3,ARI,0
86.2,20,ARI,0
102.9,12,ARI,0.9
104,20,ARI,1.25
97.5,9,ARI,0.9
79.1,31.1,ARI,0
81.3,-53.1,ARI,0.9
101.5,5.9,ARI,0
85.2,15.6,ARI,0.9
85.2,9.4,ARI,0
92.6,34.2,ARI,0
77.8,-14,ARI,0
104.1,15,ARI,0.9
103.7,20,ARI,1.6
96.3,17,ARI,1.25
98.7,6.8,ARI,0.9
26.6,10,ARI,0
95.9,-16.9,ARI,0
100.7,-3.7,ARI,0
105.1,23,ARI,1.25
86.9,-33,ARI,0.9
77.6,-4.9,ARI,0
89.5,3,ARI,0.9
99.2,29,ARI,2
102.6,31,ARI,2
91.4,13.9,ARI,0.9
76.9,38,ARI,0
99.1,32,ARI,0
92.6,22.1,ARI,0
99.2,-9.3,ARI,0
82.7,41.3,ARI,0
56.3,-54,ARI,0
92.8,29.7,ARI,0
75.6,7,ARI,0
65.8,61,ARI,0
84.5,24.2,ARI,0
85.2,50.3,ARI,0
80,69,ARI,0
77.7,-5.3,ARI,0
59.9,21,ARI,0
99.4,39,ARI,2
97.4,-19.8,ARI,0
66.4,3.3,ARI,0
78.6,28.8,ARI,0
76.6,23,ARI,0.9
77.7,-13,ARI,0.9
95.6,-3.2,ARI,0
90.9,4,ARI,0.9
92.7,-13,ARI,0.9
95.8,-33,ARI,0
84.3,-22,ARI,0.9
72.3,-27.9,ARI,0
82.9,-20.7,ARI,0
87.9,-1,ARI,0
80.8,24.8,ARI,0
102.7,36.4,ARI,0
89,-7,ARI,0
88.9,34,ARI,0
108,13,ARI,0.9
63.8,-38.3,ARI,0
96.6,18,ARI,0
78.3,35.9,ARI,0
97.5,-7,ARI,0
100.7,16,ARI,1.25
81.9,31,ARI,1.6
84,-4,ARI,0
104.5,20,ARI,1.25
71.2,21.8,ARI,0.9
97.7,-6,ARI,0
70.6,-18.5,ARI,0
102.1,4,ARI,0.9
95.3,-26.2,ARI,0.9
93.5,28,ARI,0.9
104.6,10,ARI,0.9
98.3,-15,ARI,0.9
96.9,7.3,ARI,0.9
99.1,45,ARI,0
93,39,ARI,0
104.5,-1,ARI,0.9
81.1,7.3,ARI,0.9
103.5,11,ARI,0.9
94.2,-8,ARI,1.25
83.5,40,ARI,0
101.2,52,ARI,0
75.3,28.8,ARI,0
68.6,-36.2,ARI,0.9
72.6,12.8,ARI,0.9
64.7,42.3,ARI,0.9
102.1,26,ARI,1.6
89.2,39.3,ARI,0
94.3,-8.6,ARI,0
98.7,5,ARI,0
99.2,34,ARI,2
69.6,50.6,ARI,0
80,69,ARI,0
97.3,44,ARI,0
103.7,-1,ARI,0
97.7,-9,ARI,0
91,32,ARI,0
96.3,-30.8,ARI,0
81.7,-31.8,ARI,0
86.8,-45.8,ARI,0.9
84.5,68,ARI,0
99.2,36,ARI,0
92.2,26,ARI,0
96.8,28.5,ARI,1.6
102.4,19,ARI,1.25
96.9,10.7,ARI,0.9
64.3,-0.2,ARI,0
99.6,16,ARI,0.9
61.4,-37.9,ARI,0
87.1,18,ARI,0.9
81.4,-18,ARI,0
69.7,39,ARI,0.9
98.8,25,ARI,2
77.3,-47.6,ARI,0
90.3,-24,ARI,0
91.2,41.9,ARI,0
89.9,8.4,ARI,0
72.4,40.2,ARI,0.9
83.8,3,ARI,0
92.2,4,ARI,0.9
93.2,-1.3,ARI,0
68.6,10.4,ARI,0
82.9,-21.7,ARI,0
69.3,-7,ARI,0
84.5,9.9,ARI,0
96.1,10,ARI,0
91,38.4,ARI,0
93.9,26.2,ARI,0
102.9,4.3,ARI,0.9
101.9,16,ARI,0
77,-3.5,ARI,0
91.8,34,ARI,0
78.9,-48,ARI,0
77.7,63,ARI,0
82.2,21.5,ARI,0.9
53.5,49.6,ARI,0
41,-39,ARI,0
83.8,-25.9,ARI,0
74.8,-45,ARI,0
80.5,0.9,ARI,0
95.7,-16,ARI,0.9
87.7,-31.2,ARI,0.9
77.9,-21.5,ARI,0
91.2,22.5,ARI,0
111.4,18,ARI,1.25
98.8,-29,ARI,0
102.4,11,ARI,0.9
98.8,47.1,ARI,0
70.5,36.6,ARI,0.9
89.4,31.8,ARI,0
92.4,-26.1,ARI,0
96.7,27,ARI,0
97.8,29,ARI,0
73.8,-86.1,ARI,0
92.3,38,ARI,0
92.5,-3,ARI,0.9
81.2,39,ARI,0
63.5,22.3,ARI,0
91.6,6,ARI,0.9
99.5,18.3,ARI,0
73.9,22,ARI,0.9
85.2,47.1,ARI,0
90.3,10,ARI,0.9
101.1,1,ARI,0
108.9,12,ARI,0.9
99.1,26,ARI,1.25
73.6,4,ARI,0
68.3,8.8,ARI,0
87.7,-7,ARI,0
80.6,67,ARI,0
91.5,-7,ARI,0.9
89.4,-17,ARI,0
54.3,-75.5,ARI,0
93.8,32.5,ARI,0
98.6,-4.8,ARI,0
101.7,10.9,ARI,1.6
79.7,22.7,ARI,1.25
78.7,20.1,ARI,0.9
93.1,31.2,ARI,0
98.8,-39,ARI,0.9
95.9,-20.9,ARI,0
90,1,ARI,0
101.7,43,ARI,0
75.8,10,ARI,1.6
100.5,-25.7,ARI,0
36.7,-26.4,ARI,0
82.4,-51.6,ARI,0
96.9,-6,ARI,0
98.9,37,ARI,0
105.1,14.1,ARI,1.25
106.7,19,ARI,1.6
94.2,-2.7,ARI,0
102.6,6,ARI,0.9
83.4,24.9,ARI,0
101.3,22,ARI,1.25
94.5,40,ARI,0
88.4,55,ARI,0
83.7,-30,ARI,0
97.8,1,ARI,0.9
82,0.5,ARI,0
97.8,-26,ARI,0
68.6,-26,ARI,0
103.2,29,ARI,2
92,26,ARI,1.25
102,25.5,ARI,2
71,-6.1,ARI,0
103.9,15,ARI,0
90.6,-31.1,ARI,0
80.4,9,ARI,0
70.2,18,ARI,0.9
86.1,16,ARI,0.9
84.3,68,ARI,0
82.2,78,ARI,0
72.6,-40,ARI,0.9
86.2,1,ARI,0.9
63.9,-43,ARI,0
91.1,2,ARI,0
60.6,-20,ARI,0
94.6,-6,ARI,0.9
102.6,32,ARI,2
73.5,36,ARI,0
106,36,ARI,2
99.2,26,ARI,1.6
105.6,6.9,ARI,1.25
99.5,9.9,ARI,0.9
93.2,-14,ARI,0
67.5,11,ARI,0
82.7,-23,ARI,0
63.5,-13.7,ARI,0
50.5,-10.4,ARI,0
72.2,35.5,ARI,0
95.7,3.9,ARI,0
102.2,3,ARI,0.9
77.4,11.6,ARI,0
90.4,18.4,ARI,1.25
86.2,33.1,ARI,0
83,-29,ARI,0
95.8,-14,ARI,0.9
55.6,-72,ARI,0.9
70.4,-53,ARI,0
80.3,-38,ARI,0
89.6,63,ARI,0
98.3,6.8,ARI,0.9
95,45.6,ARI,0
83.8,-21,ARI,0
103,11.3,ARI,0.9
77,9.4,ARI,1.25
66.3,-46,ARI,0
87.3,51.2,ARI,0
82.9,-20.7,ARI,0
91.1,18,ARI,0.9
82,-4,ARI,0
84.6,18.7,ARI,0.9
82.5,-11.5,ARI,0
92.7,8.7,ARI,0
102.1,-10,ARI,0
97.8,-8.1,ARI,0
94.3,21,ARI,0
80.1,-20.3,ARI,0
73.2,3.7,ARI,0
100.5,-7,ARI,0
99.5,35,ARI,2
96.3,5.6,ARI,0.9
68.8,0,ARI,0
84.8,-19,ARI,0.9
70.4,-22.5,ARI,0
100.6,53.2,ARI,0
72,6,ARI,0
96.8,-34,ARI,0
87.8,2,ARI,0.9
80,69,ARI,0
107.7,-16,ARI,0.9
65.5,-32,ARI,0
89,28,ARI,0
90,71,ARI,0
88.6,-5,ARI,0
87.6,22,ARI,1.25
97.6,-1,ARI,0
82.6,47,ARI,0
66.7,-39.1,ARI,0
100,38.1,ARI,0
103.5,-7,ARI,0
100.8,8.3,ARI,0.9
77.1,-60.8,ARI,0
82.9,-20.7,ARI,0.9
90.9,-6,ARI,0.9
80.6,1,ARI,0
54,-3,ARI,0
101.6,28,ARI,2
84.8,30.2,ARI,0
85.8,35,ARI,0
94.6,20,ARI,0
73.8,-45,ARI,0
81.5,34.1,ARI,0
80,69,ARI,0
95.6,10,ARI,0.9
91.7,-7,ARI,0
86.2,-33,ARI,0
96,25,ARI,0
97.2,5,ARI,0.9
27.4,-0.6,ARI,0
97.4,3,ARI,0.9
95.8,55,ARI,0
85.7,43.9,ARI,0
49.6,-50,ARI,0
87.5,-6,ARI,0
89.2,21.9,ARI,0
101.4,-12,ARI,0
97.8,40,ARI,0
90,-3,ARI,0
96.7,-6.1,ARI,0
85.4,39.7,ARI,0
96,30.6,ARI,0
74.5,0.7,ARI,0.9
94.3,-11,ARI,0.9
89.1,5,ARI,0
104.6,-2,ARI,0
68.2,0,ARI,0
98.7,-5.5,ARI,0
41,-39,ARI,0
36.4,-46,ARI,0.9
94.1,30.4,ARI,1.25
104.5,28.7,ARI,2
80.8,33,ARI,0
103.3,21.8,ARI,2
75.5,14.5,ARI,0.9
97.9,21,ARI,0
75.8,2,ARI,0
101.5,8.5,ARI,1.25
89.7,3.6,ARI,0
46.5,-13.4,ARI,0.9
100,3,ARI,0
96.8,-23,ARI,0
99.2,20.8,ARI,0
103,-6,ARI,0
100.2,-12.6,ARI,0
77.5,-53.9,ARI,0
99.8,23.3,ARI,1.25
91.4,32,ARI,0
53.6,-49,ARI,0
98.6,-2,ARI,0
98,-16.3,ARI,0
95.5,6,ARI,0.9
92.2,25,ARI,1.25
90.8,-12,ARI,1.25
77.7,6,ARI,0
106.5,17,ARI,1.25
101.9,-3,ARI,0
93.6,19,ARI,0
102.8,-4.3,ARI,0.9
97.7,-6,ARI,0.9
50.1,23,ARI,0
103.2,39,ARI,0
82.9,-20.7,ARI,0
91.8,48.7,ARI,0
85.7,-33,ARI,0.9
97.2,-22,ARI,0
79.2,-11,ARI,0
108.9,31.3,ARI,2
89.6,27.9,ARI,0
99.4,-23,ARI,0
108.6,8,ARI,0
70,-9,ARI,0
101,26,ARI,2
101.2,18.2,ARI,1.25
82.9,32.6,ARI,0
100.9,3,ARI,0.9
108.8,10,ARI,1.25
87.5,17,ARI,0
72.8,35,ARI,0
90.3,24,ARI,0
99.9,50.3,ARI,0
94.8,22.6,ARI,0
90,-41.1,ARI,0
58.1,67,ARI,0
101.5,1.4,ARI,0
86.5,11,ARI,0.9
91.4,-32.9,ARI,0
88.4,-20,ARI,0
40.6,-78,ARI,0
41,-39,ARI,0
78.6,-3,ARI,0.9
80,69,ARI,0
103.1,-17.8,ARI,0.9
80,69,ARI,0
NA,NA,ARI,0
69.2,63,ARI,0
100.5,15.9,ARI,0.9
97,4,ARI,0.9
84.6,72,ARI,0
100.4,33,ARI,2
100.1,22,ARI,0
101.9,21,ARI,0
41,-39,ARI,0
59.2,6,ARI,0
64.2,-16,ARI,0
90.6,-13.7,ARI,0
99.4,29,ARI,1.25
82.9,23,ARI,1.25
98,23,ARI,0
94.9,3,ARI,0.9
106.8,1.2,ARI,0.9
74.9,-5,ARI,0
99,6,ARI,0.9
98.6,23.7,ARI,0
81.8,-16,ARI,0
82.5,15,ARI,0.9
110.2,18.6,ARI,1.25
85.9,44,ARI,0
105.2,5,ARI,0
41,-39,ARI,0
81.9,-32,ARI,0.9
87.4,35,ARI,0
89.9,-12,ARI,0
106.4,-12.3,ARI,0
68.2,3,ARI,0
47.6,-59,ARI,0
79.7,47,ARI,0
80.8,8,ARI,1.25
78.5,-3.5,ARI,0
100.2,12,ARI,0.9
84.3,11,ARI,0.9
96.9,-8,ARI,0.9
82,39,ARI,0
86.3,-24,ARI,0
40,-52.1,ARI,0
90.2,-34,ARI,0
74.2,-1,ARI,1.25
59.2,29,ARI,0
102.3,17.5,ARI,0
91.5,17,ARI,0
94.1,2.5,ARI,1.25
89.7,-22,ARI,0
97,32,ARI,1.25
92,15,ARI,0.9
80.6,44.4,ARI,0
100.7,20,ARI,1.25
74,11,ARI,0.9
87.8,3,ARI,0
74.3,41.5,ARI,0
94.6,30.1,ARI,0
97.9,-4,ARI,0
97.2,-9,ARI,0
82.6,-1,ARI,0
101.1,-19,ARI,0
87.1,19,ARI,0
63.1,-63.3,ARI,0
91.2,5.6,ARI,0.9
81.3,-18,ARI,0
91.1,-46,ARI,0
91.9,6,ARI,0
88.9,-2.1,ARI,0
95.1,21,ARI,0
86.8,17.9,ARI,0.9
89.3,58,ARI,0
69.2,-57,ARI,0
102.4,37.5,ARI,0
92.3,20,ARI,1.25
90.9,35.3,ARI,0
105.1,34.9,ARI,0
104.2,24.9,ARI,2
93.9,9,ARI,0
90.8,4.7,ARI,0
41,-39,ARI,0
78.5,79.4,ARI,0
97.4,29.3,ARI,0
68.1,-46.9,ARI,0
87.4,7.8,ARI,0.9
90.7,13,ARI,0.9
97.4,28.6,ARI,0
85.3,43,ARI,0
97,29,ARI,0
94.6,37.4,ARI,0
101.5,11.8,ARI,1.25
106.1,27.6,ARI,2
93.2,-1.7,ARI,0
95.3,28,ARI,0
96.5,-23,ARI,0
93.7,13,ARI,0.9
84.5,27.9,ARI,0
93.4,35,ARI,0
100.8,26,ARI,1.25
95.3,2,ARI,0.9
92.9,20,ARI,0
89.6,-18.6,ARI,0
95,20,ARI,0
83.5,12,ARI,0.9
51.5,-55,ARI,0
72.8,72.6,ARI,0
90.2,-12,ARI,0
97.2,-15,ARI,0.9
104.5,17,ARI,1.6
95.8,16,ARI,0
66.8,-6,ARI,0
80.1,32,ARI,0
89.4,22,ARI,0
105.3,5.9,ARI,0
69.1,-27.5,ARI,0
104.2,24.8,ARI,2
90.8,5.1,ARI,0
79,21,ARI,0.9
96.1,8,ARI,0
102.2,30.8,ARI,2
99.3,23.7,ARI,1.6
96.8,6,ARI,1.6
89.1,-9.7,ARI,0.9
79.5,30,ARI,0
61,-41,ARI,0
104.4,26,ARI,2
72.2,-8,ARI,0
100.6,-1,ARI,0
99.7,11,ARI,0.9
85.5,6,ARI,0.9
102.6,34.9,ARI,0
97.7,-1,ATL,0.9
88.6,-4.6,ATL,0.9
85.5,29,ATL,0
86.6,40,ATL,0
81.2,32.4,ATL,0
97.3,2,ATL,0.9
88.3,-12.9,ATL,0
76.8,-50,ATL,0.9
93,63,ATL,0
103,34,ATL,0
107.4,0,ATL,0
88.2,-1.3,ATL,0
105,-18.3,ATL,0.9
100.2,14,ATL,1.25
28.8,35,ATL,0
100.6,3,ATL,0
76.9,-31,ATL,0.9
94.5,59,ATL,0
91.1,12,ATL,1.25
91.3,9.5,ATL,0.9
99.7,50,ATL,0
97.6,67,ATL,0
79.6,-29,ATL,0
79.7,25.6,ATL,1.25
102.2,30.5,ATL,2
71.7,-31,ATL,0
90.8,41.8,ATL,0
96.4,8.2,ATL,0.9
70.5,25.8,ATL,0.9
94.4,2,ATL,0.9
87.3,28,ATL,0
95.7,11.4,ATL,0.9
80.7,65,ATL,0
100.3,31,ATL,0
70.1,-34.7,ATL,0.9
87.6,1.1,ATL,0
62.4,-5,ATL,0
80.1,28,ATL,0
98.8,-30,ATL,0
88.2,44.5,ATL,0
54.4,25,ATL,0
80,69,ATL,0
81.2,-15.8,ATL,0
53.1,27,ATL,0
104,33,ATL,2
80.1,27.5,ATL,0
80,69,ATL,0
82.9,-20.7,ATL,0.9
96.7,24,ATL,0
103,40.8,ATL,0
92.5,23,ATL,0
103.9,3.9,ATL,0.9
74.6,-5,ATL,0
26.4,-47,ATL,0
106.8,6,ATL,0.9
95.3,21.9,ATL,0
101,10,ATL,0.9
104.3,-21,ATL,0
51.8,-81.6,ATL,0.9
88.7,-36,ATL,0
75.3,45,ATL,0
80.7,-72,ATL,0
65.3,32.9,ATL,0.9
99.2,28.4,ATL,0
102.1,19.3,ATL,0
99.5,25.5,ATL,1.25
86.8,-11,ATL,1.25
108.4,27,ATL,2
97.8,4,ATL,0.9
92.7,-9,ATL,0
51.3,47.3,ATL,0
99.6,-7.3,ATL,0
27.7,-52,ATL,0
100.5,-9,ATL,0
82.9,-20.7,ATL,0
99.8,18,ATL,1.25
84,21.9,ATL,0.9
61.5,-18,ATL,0
