launch_speed,launch_angle,home_team,woba_value
66.6,-16,BOS,0
81.7,39.4,BOS,0
71.5,-12,BOS,0.9
72.9,3,BOS,0
89.8,10,BOS,0.9
72.9,19.5,BOS,0.9
82.9,28.8,BOS,0
94.4,65,BOS,0
84.7,-20,BOS,0
42.9,11,BOS,0.9
63.8,-5,BOS,0
60,-12,BOS,0
96.2,29,BOS,0
93.7,5,BOS,0
96.8,19,BOS,0
98.6,32,BOS,1.25
95.7,6.1,BOS,0.9
94.8,45,BOS,0
76.2,17.6,BOS,0.9
84.8,36.1,BOS,0
49.7,-65,BOS,0
87.8,66,BOS,0
103,16,BOS,0
100.1,11.7,BOS,1.25
59.7,-51.7,BOS,0.9
105.4,34.6,BOS,2
103.2,2,BOS,0.9
55,25,BOS,0
103.6,-13.2,BOS,0
96.1,43.1,BOS,0
79.1,29,BOS,1.25
102.1,-9,BOS,0
73.3,-6.2,BOS,0
83.9,25,BOS,0
64.3,-34,BOS,0
97.7,29,BOS,0
105.1,2.4,BOS,0
94.9,60,BOS,0
88.3,2.5,BOS,0
108.9,16,BOS,0.9
102.8,32,BOS,2
108.4,24,BOS,2
92.6,-27,BOS,0
95.4,-30,BOS,0
88.7,61.1,BOS,0
78,15,BOS,0.9
108.8,17,BOS,1.25
94.2,0,BOS,0.9
81,45.9,BOS,0
74.8,55,BOS,0
87.2,27,BOS,0
82.9,-20.7,BOS,0
110.8,9,BOS,0
103,-3.7,BOS,0
82.9,-20.7,BOS,0
99.3,22,BOS,1.6
68.6,-87,BOS,0
87.2,-2.4,BOS,0.9
104.6,19,BOS,0
94.5,30,BOS,0
78.3,24,BOS,0
99.1,24.7,BOS,1.6
84.2,63.4,BOS,0
64.9,-21.4,BOS,0
90,50,BOS,0
90,-24,BOS,0
90.8,-2.5,BOS,0
64.9,-53,BOS,0
80.1,14,BOS,0.9
91.6,41.5,BOS,1.25
108,24.7,BOS,2
78,5,BOS,0
102.5,32.5,BOS,2
100.2,10.5,BOS,0.9
102,13.9,BOS,0.9
67.2,-40.8,BOS,0
80,15,BOS,0.9
75.5,21.3,BOS,0.9
80,69,BOS,0
68.2,-59,BOS,0
91.8,9.3,BOS,0.9
89.2,10.1,BOS,0.9
101.5,24.3,BOS,0
54.9,16,BOS,0
95.7,-18,BOS,0
87.1,58,BOS,0
67.8,21.2,BOS,0.9
102.3,3,BOS,0.9
67.3,-5,BOS,0
74.6,2.9,BOS,0
87.7,15.1,BOS,0.9
100.3,24,BOS,2
110.6,21.7,BOS,2
82.9,-20.7,BOS,0
86.6,12.4,BOS,0.9
105.9,13.3,BOS,0.9
107.1,-11,BOS,0
80,19.8,BOS,1.25
104.4,34,BOS,2
98,0,BOS,0.9
88.6,-32.5,BOS,0
99.9,-20,BOS,0
100.3,20.3,BOS,1.25
35.8,-23.3,BOS,0
93.2,-20,BOS,0
103.5,30,BOS,2
104.4,36,BOS,0
99.6,33,BOS,1.25
76,77,BOS,0
81.2,23,BOS,0
74,18,BOS,0.9
94.3,21,BOS,0
64.2,34,BOS,0.9
101.6,0,BOS,0.9
95.4,29,BOS,0
74.1,35.9,BOS,0
110.1,13.4,BOS,0
82.7,65,BOS,0
85.3,6,BOS,0.9
96.8,-21,BOS,0
79.6,69,BOS,0
91.2,-9,BOS,0
76.1,3.6,BOS,0
76.4,-43,BOS,0
43.3,-63,BOS,0.9
73.1,-10.8,BOS,0
82.9,-20.7,BOS,0
82.6,42,BOS,0
97.4,-11,BOS,0.9
101.7,6.3,BOS,1.25
102.8,-2,BOS,0.9
92.2,40,BOS,0
82.9,-20.7,BOS,0
93.1,24,BOS,0
87.2,24,BOS,0
96.9,26.4,BOS,0
70.2,49,BOS,0
91,-1,BOS,0
102.7,36,BOS,2
93.4,15.7,BOS,1.25
100.1,22.3,BOS,1.25
95.9,24,BOS,0
100.8,19,BOS,0
84,-4,BOS,0
90.9,9.3,BOS,0.9
101.1,11,BOS,0.9
98.8,6,BOS,0
83.8,24,BOS,0
101.5,-9.7,BOS,0
88.5,33,BOS,0
80.1,-34,BOS,0
81.5,-27.9,BOS,0
74.5,-35,BOS,0
104.8,9,BOS,0.9
72.9,12,BOS,0
111.3,13,BOS,0.9
100.9,24,BOS,1.25
80.9,4,BOS,0.9
77,35,BOS,0
83,39,BOS,0
96.2,10,BOS,0
92.9,8.8,BOS,0
70.9,33,BOS,0.9
92.1,6,BOS,0.9
69.3,17,BOS,0.9
97,32.1,BOS,0
88.6,43.3,BOS,0
106.3,19,BOS,0
77,81,BOS,0
101.2,17.3,BOS,1.6
108.7,16,BOS,0
104.3,26.3,BOS,0
99.1,29.2,BOS,0
106.9,9.1,BOS,0.9
97.8,29.8,BOS,1.25
103.1,25.8,BOS,0
104.2,-15,BOS,0
116.4,24,BOS,2
88.4,5,BOS,0
70.8,-45,BOS,0
102.4,38.6,BOS,2
106.8,11.7,BOS,0.9
104.7,18,BOS,0.9
79.4,-35.6,BOS,0
87.9,23.9,BOS,0.9
35.7,-21.1,BOS,0.9
81.2,21,BOS,0.9
101.3,-20.9,BOS,0
64.8,-84,BOS,0
71.9,-1,BOS,0
97.6,18,BOS,0
89.9,28.6,BOS,1.25
70.7,47,BOS,0
97.2,9.2,BOS,0.9
98.1,40,BOS,1.6
93,1,BOS,0
60.3,55,BOS,0
76.5,42,BOS,0
97.2,-13.2,BOS,0
91.4,-7.8,BOS,0
82.9,-20.7,BOS,0
83,29,BOS,0
82.3,62.3,BOS,0
71.5,21,BOS,0.9
87.9,-18.4,BOS,0
85.4,32,BOS,0
80,69,BOS,0
89.4,-2,BOS,0
101.9,15.3,BOS,1.25
75.8,2,BOS,0
89.6,-16.6,BOS,0
80,69,BOS,0
75.5,-1,BOS,0
96.6,44.3,BOS,0
100.2,6.9,BOS,0
86.7,-44,BOS,0
95.2,3,BOS,0
54,2,BOS,0
110.8,10,BOS,1.25
84.9,46,BOS,0
101.4,10.3,BOS,0.9
86.6,-8.2,BOS,0
103.4,-8.4,BOS,0
83.7,22.6,BOS,0
95.6,1.3,BOS,0.9
84.8,50,BOS,0
99,22,BOS,0
96.5,20,BOS,0.9
96.6,-9.3,BOS,0
97.9,-12,BOS,0
88,31.7,BOS,0
82.2,-3,BOS,0
102.5,3,BOS,1.25
93.6,20,BOS,0
100.8,10.2,BOS,1.25
89.6,10,BOS,0.9
83.9,-5,BOS,0
101.4,19,BOS,0
80.3,17.2,BOS,0.9
56.7,-30,BOS,0
85.1,10,BOS,0.9
81.7,51.6,BOS,0
82.9,-20.7,BOS,0
104.8,-16,BOS,0
84.3,13.1,BOS,0.9
73.3,13.1,BOS,0
108.6,26,BOS,2
73.5,-8.9,BOS,0
100.6,-22,BOS,0
110.4,31,BOS,2
83.2,-12,BOS,0
80.6,12,BOS,0
31.4,-67,BOS,0
49.7,5.3,BOS,0
71.2,41,BOS,1.25
85.4,66,BOS,0
82,14,BOS,0.9
77.9,-11,BOS,0
65.3,-19,BOS,0
90.1,30.8,BOS,1.25
51.9,-75,BOS,0
102,-6,BOS,0.9
108.1,28,BOS,2
97,18.2,BOS,1.25
94.1,21,BOS,0
70.6,-28,BOS,0
100.1,23,BOS,0
91.8,10.6,BOS,0.9
95.7,17.9,BOS,0.9
95.1,46,BOS,0
92.8,47.6,BOS,0
76.3,-26,BOS,0
95,22.7,BOS,2
83.5,-53.3,BOS,0
95.7,15.5,BOS,0.9
94.1,30.5,BOS,1.25
104.4,42,BOS,0.9
82.9,-20.7,BOS,0
87.8,-36,BOS,0
81.9,-7.9,BOS,0
89.8,55,BOS,0
107.8,24,BOS,2
103,24,BOS,2
86.4,38,BOS,0
56.4,63.6,BOS,0
66.9,2,BOS,0.9
79.5,20,BOS,0.9
110.2,11,BOS,1.25
109.5,16,BOS,0.9
44.6,-70,BOS,0
89.1,74,BOS,0
101.6,9,BOS,0.9
73.2,38.3,BOS,0.9
107.9,20,BOS,1.25
102.7,30.9,BOS,0
100.8,8,BOS,0.9
90.6,-2,BOS,0
84,31,BOS,0
71.5,32.5,BOS,0.9
92,17.7,BOS,0
101.5,-1,BOS,0
85.7,70,BOS,0
90.7,33,BOS,0
100.5,16,BOS,0.9
87.5,-3,BOS,0
92.9,35.3,BOS,2
96,6,BOS,0.9
91.3,78,BOS,0
85.5,43,BOS,0
92.1,-16.7,BOS,0
92.8,-21,BOS,0
108.8,22,BOS,2
105.7,-9,BOS,0.9
100.4,18.9,BOS,0.9
82.9,-20.7,BOS,0
73.5,79,BOS,0
110.3,-3,BOS,0
82.9,-20.7,BOS,0
95.1,15.2,BOS,0
80,69,BOS,0
96,50.8,BOS,0
97.3,15,BOS,0.9
66.9,-46,BOS,0.9
80.1,-34,BOS,0
97.8,34,BOS,2
100.4,12.7,BOS,0.9
92.7,19,BOS,1.25
109.5,5,BOS,0.9
104.1,-1,BOS,0.9
58.9,-27,BOS,0
85.5,8,BOS,0.9
87.3,31.1,BOS,0
104.6,46,BOS,0
99.5,37.7,BOS,0
90.5,78,BOS,0
64.4,75,BOS,0
86.2,16,BOS,0.9
98.5,31.1,BOS,2
92.5,18,BOS,0.9
96.1,23,BOS,0
88.1,48,BOS,0
87.6,53,BOS,0
97.2,16,BOS,0.9
96.1,54.1,BOS,0
79.8,10,BOS,0
98.1,16.7,BOS,0.9
81.5,29.3,BOS,1.25
64.6,63,BOS,0
85,-3,BOS,0
93,-11.4,BOS,0
93.5,14,BOS,0.9
89.6,13,BOS,0
85.6,61.8,BOS,0
84.2,39,BOS,0.9
102.9,35.3,CHC,0
91.7,30,CHC,0
86.3,61,CHC,0
101.7,-1,CHC,0
99,35.6,CHC,0
89.1,38.2,CHC,0
90.3,17,CHC,0.9
80,69,CHC,0
67.8,4,CHC,0
98.9,13,CHC,0.9
80,69,CHC,0
89.7,-17,CHC,0.9
65.3,-6.4,CHC,0
101.6,11.3,CHC,0
75,-15.5,CHC,0
87.8,-45,CHC,0.9
95.8,20,CHC,0
84.8,5,CHC,0
104.4,51,CHC,0
87.1,-0.8,CHC,0
82.9,-20.7,CHC,0
100.5,25,CHC,2
62.9,34.7,CHC,0.9
88,5,CHC,0
93.8,13,CHC,0.9
93.9,26,CHC,0
100.8,9,CHC,0
94.1,-6,CHC,0
105.3,15.8,CHC,1.25
105.3,27,CHC,2
91.2,20.3,CHC,0.9
76,12.1,CHC,0
96.3,21,CHC,0
108.1,29.3,CHC,2
58.1,-37,CHC,0
95.6,11,CHC,0.9
94.6,-10.9,CHC,0.9
51.7,-15.6,CHC,0
61.7,-46,CHC,0.9
72,11,CHC,0
78.7,30.2,CHC,0
95.8,-7,CHC,0
86,26.9,CHC,0
89.1,58.6,CHC,0
84.9,60,CHC,0
78.7,19,CHC,0.9
72.1,22,CHC,0.9
90.3,-17.3,CHC,0.9
92.9,52,CHC,0.9
82.9,-20.7,CHC,0
96.5,18,CHC,0
94,14,CHC,0.9
97.3,35.1,CHC,0
87.8,-5,CHC,0
104.1,-5,CHC,0
76.3,49,CHC,0
103.9,4.8,CHC,0.9
61.3,-53,CHC,0
75.1,10,CHC,0
82.9,-20.7,CHC,0
106.8,-25,CHC,0
110.8,15,CHC,1.25
58.9,22.6,CHC,0
102.5,54,CHC,0
94.6,78,CHC,0
87.7,18.9,CHC,0.9
41,-39,CHC,0
105.8,1.4,CHC,0
72.1,-38.3,CHC,0
80,69,CHC,0
57.9,4.7,CHC,0.9
85,32,CHC,0
99.4,-5,CHC,0
73.6,-10.9,CHC,0
69.3,33.5,CHC,0.9
96.1,-2.2,CHC,0.9
92.9,-3,CHC,0
93.3,26.1,CHC,1.25
72.4,-8.9,CHC,0
67,45,CHC,0.9
85.2,56.8,CHC,0
46.7,-70,CHC,0
81.7,52,CHC,0
82.9,-20.7,CHC,0
89.1,9,CHC,0
101.5,-1,CHC,0
105.2,9.6,CHC,1.25
80.6,35,CHC,0
60.1,42.8,CHC,0
105.3,3.5,CHC,0.9
82.3,-5.8,CHC,0.9
41,-39,CHC,0
79.5,3,CHC,0
94.9,53,CHC,0
102.5,10,CHC,1.25
84.3,-21,CHC,0
80.1,11,CHC,0
100.4,41,CHC,0
66.7,-27,CHC,0
107.8,5.2,CHC,0.9
55.3,28,CHC,0
99.4,-1.4,CHC,0
91.6,15,CHC,1.25
101.5,11.2,CHC,0.9
75.6,-59,CHC,0
99.7,45,CHC,0
98.8,-9.5,CHC,0.9
96.6,19,CHC,0
83.2,8.2,CHC,0
103.3,-5,CHC,0.9
80,5.6,CHC,0
102.9,6,CHC,0.9
108.1,10,CHC,0.9
100.6,33,CHC,0
108.3,39.5,CHC,2
97.8,-3.9,CHC,0.9
74.8,12.7,CHC,0.9
97.6,59,CHC,0
82.7,50,CHC,0
75.6,6,CHC,0
77.7,21.2,CHC,0.9
94.6,8,CHC,0
99.5,14.9,CHC,1.25
91.4,7,CHC,0
79.2,77,CHC,0
90.4,-1.4,CHC,0
108.7,13,CHC,0.9
90.1,7.8,CHC,1.25
87.4,22.3,CHC,0
86.2,-4,CHC,0
111.8,1,CHC,0
105.1,43.9,CHC,0
104.7,47,CHC,0
102.3,3,CHC,0
41,-39,CHC,0
65.5,44.7,CHC,0.9
101.3,-8.7,CHC,0
60.2,59,CHC,0
44.6,-52,CHC,0.9
93.8,43.6,CHC,2
86.8,-29,CHC,0
93.2,11.5,CHC,0.9
103.7,-11,CHC,0
108,1,CHC,0.9
68.4,-2.8,CHC,0
89.7,10,CHC,0.9
91.2,21.5,CHC,0
102.5,59.2,CHC,0
96.5,18,CHC,1.25
73.8,-42,CHC,0
77.8,-25.2,CHC,0
101.2,13,CHC,1.25
100.4,-4,CHC,0
91.8,23.7,CHC,0
107.8,3,CHC,0.9
76.8,2.4,CHC,0
68.2,-1,CHC,0
82.9,-20.7,CHC,0
86.3,62,CHC,0
108,18,CHC,2
93.7,7.9,CHC,0.9
67,44.5,CHC,0
100.9,29,CHC,2
104.1,-18,CHC,0
69.8,-24.1,CHC,0
92.6,-13,CHC,0
104,11,CHC,0.9
94.4,20.4,CHC,0
81.3,63.4,CHC,0
82.9,-20.7,CHC,0
101.7,4,CHC,0
105.3,28,CHC,2
96.5,23.7,CHC,1.25
69.6,26,CHC,0.9
91.9,-19,CHC,0
90.4,14,CHC,1.25
81.2,5.8,CHC,0
75.3,17,CHC,0.9
98.2,14,CHC,0
108.3,12,CHC,1.25
103,5.4,CHC,0.9
100.8,26.7,CHC,2
97,-9.8,CHC,0
66.1,43,CHC,0
63.7,11.4,CHC,0
88.6,-0.6,CHC,0
81.8,28.1,CHC,0
65.5,17,CHC,0
93.7,34,CHC,0
106.2,-7.1,CHC,0
100.6,2,CHC,0.9
84,-14,CHC,0
75.5,16.9,CHC,0.9
95.7,36,CHC,0
99.9,15,CHC,1.25
91.8,0,CHC,0
94.1,29.5,CHC,0
103.1,3.3,CHC,0.9
59.2,6,CHC,0
68.7,-31,CHC,0
106.2,-8.3,CHC,0.9
92,63,CHC,0
82.9,-20.7,CHC,0
71.3,31.1,CHC,1.25
78.9,7,CHC,0
54.6,-26.9,CHC,0
97.3,57.3,CHC,0
81.5,22.9,CHC,0
90.1,62,CHC,0
86.6,31,CHC,0
89.7,-11.6,CHC,0
55.4,51,CHC,0
96.1,23.1,CHC,0
79.3,3,CHC,0
88.3,18,CHC,1.25
88.9,27,CHC,0
86,-5.2,CHC,0
85.3,18.4,CHC,1.25
45.9,40,CHC,0
102,11,CHC,1.25
90.3,-17.3,CHC,0.9
73.8,-1,CHC,0.9
104.1,33.3,CHC,2
77.4,22,CHC,1.25
93.9,19,CHC,0
100.2,13,CHC,0
101.8,7,CHC,0
109.6,8.4,CHC,1.25
90.8,11.9,CHC,0.9
80.2,23,CHC,1.25
67.1,37,CHC,0.9
79.8,-12,CHC,0
72.8,21,CHC,0.9
110.9,26,CHC,2
78.9,10.5,CHC,0.9
66.4,-18,CHC,0
112.1,28.5,CHC,2
103.5,9.7,CHC,0
95.5,3,CHC,0
88.3,35,CHC,0
105,19.2,CHC,0
87.7,11,CHC,0
75.5,16.6,CHC,0.9
91.6,7,CHC,0
78.1,55.6,CHC,0
89.6,50,CHC,0
82.9,-20.7,CHC,0
104.1,24.3,CHC,2
96.8,24.3,CHC,1.25
71.8,-4,CHC,0
104.2,20,CHC,1.25
99.2,-3,CHC,0
96,1.1,CHC,0
86.8,-6,CHC,0
68.2,-6.8,CHC,0
88.5,28.2,CHC,0
87.1,41,CHC,0
86.3,25.2,CHC,0
80.6,24,CHC,0
82.9,-20.7,CHC,0
95.8,-9,CHC,0
101.2,25.9,CHC,0
100.5,4,CHC,0
61.5,-52,CHC,0
90.3,68.1,CHC,0
91.6,33,CHC,0
97.9,4,CHC,0
71.5,-63,CHC,0.9
96.3,31,CHC,0
86.7,16,CHC,0.9
97.5,30.7,CHC,1.25
84.6,11.1,CHC,0.9
80,69,CHC,0
80,69,CHC,0
92.2,28,CHC,0
79.8,-4.7,CHC,0
73.2,2,CHC,0
77,-5,CHC,0
55.9,-57,CHC,0
95.2,47.1,CHC,0
99.1,15.6,CHC,1.25
101.9,-26,CHC,0
NA,NA,CHC,0
70.4,7,CHC,0
80.6,41,CHC,0
102.6,25.9,CHC,0
102.7,19,CHC,0
87.3,18.7,CHC,0.9
83,21.7,CHC,0.9
98,-7.6,CHC,0
87.9,-16,CHC,0
95.7,5,CHC,0.9
95.7,-18,CHC,0
92.7,16.9,CHC,0.9
103.9,8,CHC,1.25
96,-7,CHC,0
92.6,60,CHC,0
71.5,4.6,CHC,0
94,7,CHC,0.9
97.6,5,CHC,0.9
89.2,16,CHC,0.9
80.4,-31,CHC,0
99.2,-11,CHC,0.9
96,62,CHC,0.9
57.7,-31,CHC,0
78,-32,CHC,0
75.8,-41,CHC,0
66.9,-13,CHC,0.9
103.2,-13,CHC,0
102.8,3,CHC,0.9
112.7,-3.1,CHC,0
87.7,21.4,CHC,0
87.3,-22,CHC,0
94.8,25,CHC,0
92.2,-2,CHC,0
94.8,13,CHC,0.9
87.7,46,CHC,0
101.8,-2,CHC,0.9
98.6,26,CHC,2
100.1,33.1,CHC,0
88.2,28.3,CHC,0
83.1,-19,CHC,0
70.3,58,CHC,0
96.1,47,CHC,0
92.8,62,CHC,0
65.4,-12.5,CHC,0
107.2,-1,CHC,0.9
100.7,22,CHC,1.25
111.9,11.5,CHC,0
98.6,-9.8,CHC,0.9
95.5,2,CHC,0
95.6,-3,CHC,0
92.9,43,CHC,0
74.9,44,CHC,0
84.9,17,CHC,0.9
102.3,20.6,CHC,0
56.4,41,CHC,0
100.7,5,CHC,0
97.9,-10,CHC,0
73.3,-7,CHC,0
59.1,60.1,CHC,0
104.5,23,CHC,2
90.3,-17.3,CHC,0.9
104.3,8.2,CHC,1.25
74.4,-1.3,CHC,0
51.6,-27,CHC,0
110.4,27,CHC,2
96.9,39,CHC,0
102.9,34,CHC,0
74.7,29.5,CHC,0.9
103.4,-19,CHC,0
92.6,34,CHC,0
84.1,20,CHC,0.9
101.2,6.6,CHC,0.9
90.6,23,CHC,0
52.8,-57,CHC,0.9
87.9,-8,CHC,0
82.9,-20.7,CHC,0
103.7,-5.1,CHC,0
95.6,0,CHC,0
93.9,-15,CHC,0
85.2,1.3,CHC,0
94,69,CHC,0
95,-4,CHC,0
91.2,-8.7,CHC,0
101.8,8.1,CHC,0.9
81,60,CHC,0
106,21,CHC,2
102.8,26.5,CHC,2
95.7,14,CHC,0.9
99.3,4.8,CHC,0.9
98.3,62.5,CHC,0
105.5,13,CHC,0.9
93.4,43,CHC,0
97.4,45,CHC,0
82.8,-84,CHC,0
102.1,-2,CHC,0
95.5,20,CHC,1.25
102.4,-8,CHC,0.9
94,30,CHC,0
70.9,-43,CHC,0
60.3,18.8,CHC,0
98.2,19.9,CHC,0
84.1,-12,CHC,0
70.1,17.4,CHC,0
92.6,29.2,CHC,2
80.1,13,CHC,0
107,4.2,CHC,0.9
51.6,-70,CHC,0
94.9,33.4,CHC,2
105.5,17,CHC,1.25
101.7,-1,CHC,0
94.3,33,CHC,0
79.3,44,CHC,0
100.2,31,CHC,2
85.5,42.8,CHC,0
97.2,40,CHC,2
83.1,26,CHC,0
79.4,27.9,CHC,0
107.7,12.7,CHC,1.25
62.5,-16,CHC,0
82.9,-20.7,CHC,0
99.1,6,CHC,0
84.9,-27,CHC,0
105.3,19,CHC,1.25
80.2,37,CHC,0
72.4,67,CHC,0
102,24,CHC,1.25
101.3,14.2,CHC,0.9
71.6,-10,CHC,0
75.3,69,CHC,0
89.4,-58,CHC,0
85.5,50,CHC,0
93.7,27.8,CHC,0
76.6,-31,CHC,0
86.7,33,CHC,0
94.1,6,CHC,0.9
84.2,1,CHC,0.9
106.4,-9.1,CHC,0
102.6,-26,CHC,0
48.5,-17.8,CHC,0.9
108.6,15.7,CHC,0
92.4,52,CHC,0
80,25.6,CHC,0
78.6,-40.2,CHC,0
99.7,44.8,CHC,0
104.6,-7.3,CHC,0
92,23.1,CHC,0
88.2,-36.2,CHC,0
70,7,CHC,0.9
98.1,19,CHC,0.9
78,51,CHC,0
83.3,30.3,CHC,0
65.6,-4.2,CHC,0
91.7,17,CHC,0.9
110.1,7,CHC,0.9
104.8,8,CHC,0.9
100.5,11,CHC,0.9
75.8,25.7,CHC,0.9
89.4,5,CHC,0.9
92.4,-28,CHC,0
90.9,29,CHC,0
80.8,46.1,CHC,0
85,21.2,CHC,0.9
45.4,80,CHC,0
101.3,10.1,CHC,0
106.5,8,CHC,0.9
102.2,-7,CHC,0
91.6,43.1,CHC,0
60.9,28,CHC,0.9
75.8,18.4,CHC,0.9
63.7,-16,CHC,0
82.9,-20.7,CHC,0
83.2,55,CHC,0
105.8,17,CHC,1.25
105,39,CHC,2
73.2,-9.7,CHC,0
67.5,5,CHC,0
85.2,43.1,CHC,0
84.5,-13,CHC,0.9
95.3,-9.9,CHC,0
109.6,6,CHC,0.9
65.4,42.1,CHC,0
96.4,25,CHC,1.25
99.3,4,CHC,1.25
91.1,-1.6,CHC,0
71.1,-8,CHC,0
67.6,16.1,CHC,0
105.2,3,CHC,1.6
89.1,47,CHC,0
88.1,23,CHC,0
103.2,15.5,CHC,1.25
90.4,2.4,CHC,0.9
72.6,68.4,CHC,0
106,-3,CHC,0
92.9,7,CHC,0.9
98.9,16.8,CHC,1.25
96.8,20.7,CHC,0
80,69,CHC,0
97.4,-15,CHC,0
104.4,9,CHC,0.9
56.4,28,CHC,0
66,-13,CHC,0
93.1,-12,CHC,0
89.7,39,CHC,0
82.3,0,CHC,0
92.2,37,CHC,0
93.6,38,CHC,0
95.9,-20,CHC,0.9
99.7,-2.4,CHC,0.9
76.2,13,CHC,0
95.4,-27,CHC,0.9
89,31,CHC,0
77.6,54.8,CHC,0
80.4,33,CHC,0
37.3,-68,CHC,0
91.1,29,CHC,0
89.3,-5,CHC,0
40,-36,CHC,0.9
80.3,-64.5,CHC,0
71.6,-3.8,CHC,0
97.5,-1,CHC,0
82.4,10.1,CHC,0.9
98.6,-1.4,CHC,0
89.3,-73,CHC,0
97.9,-13,CHC,0
94.6,8.7,CHC,0
50.6,-54,CHC,0
82.9,-20.7,CHC,0
91.9,17.6,CHC,0.9
104,33.2,CHC,2
76.8,22.3,CHC,0.9
91.9,-22,CHC,0
104.2,23.5,CHC,1.25
100.7,-5,CHC,0.9
90.6,35,CHC,0
86.2,34,CHC,0
96.7,2,CHC,0.9
92,-19,CHC,0
97.4,-16,CHC,0.9
82.9,-20.7,CHC,0.9
112.7,9,CHC,0.9
84.1,26,CHC,0
71.4,-10,CHC,0
53.4,9,CHC,0
107.4,23.3,CHC,1.6
63.7,-6,CHC,0
75.9,49.8,CHC,0
72.9,47.1,CHC,0
88.7,2.1,CHC,0.9
77.4,60,CHC,0
83.7,43,CHC,0
79.3,35,CHC,0
84.1,33.6,CHC,0
84.5,3,CHC,0
88.3,-11,CHC,0
92.7,54,CHC,0
88.4,12,CHC,0.9
101.3,8.1,CHC,0.9
104.1,24.7,CHC,2
68.9,12.6,CHC,1.25
90.3,27,CHC,0
99.7,23,CHC,0
82.4,51.5,CHC,0
97.7,35.8,CHC,0
96.8,16,CHC,1.25
54.6,-14.5,CHC,0
112,35.6,CHC,2
68.6,-14.9,CHC,0
106.3,27.2,CHC,2
77.2,-0.5,CHC,0
82.8,-13,CHC,0
103.5,32.9,CHC,0
90.3,-17.3,CHC,0.9
102.2,3.4,CHC,0.9
106.8,-3,CHC,0
75.9,5,CHC,0.9
107.5,6.7,CHC,0.9
59.7,15,CHC,0
70.9,-17,CHC,0
101.8,3,CHC,0.9
69.5,13,CHC,0
94,45.3,CHC,0
85.1,-32,CHC,0
58.3,25,CHC,0
92.4,27.2,CHC,0
89,7,CHC,0
87.7,54,CHC,0
92.5,45.6,CHC,0
103.8,0.6,CHC,0.9
82.9,-20.7,CHC,0
57.1,84.9,CHC,0
87.3,8,CHC,0
90.5,-16.4,CHC,0
103.6,21,CHC,1.25
101.1,11,CHC,0.9
85.8,27,CHC,0
101.4,31,CHC,1.25
85.4,-16.7,CHC,0
104.6,15,CHC,1.25
72.3,-7,CHC,0
NA,NA,CHC,0.9
95.3,24,CHC,0
95,-19,CHC,0
71,-46,CHC,0
82.9,-20.7,CHC,0
86.1,26,CHC,0
90.8,-24.1,CHC,0.9
82.5,8,CHC,0
63.1,20,CHC,0.9
81.4,1.6,CHC,0.9
105.2,12.9,CHC,0
65.4,17,CHC,0
92.7,50,CHC,0
108.6,29.2,CHC,2
74.7,-17.2,CHC,0
100.5,36,CHC,0
97.8,23.9,CHC,1.25
92.9,57.1,CHC,0
103.8,21,CHC,0
82.9,-20.7,CHC,0
96.1,33,CHC,0
107.6,-8,CHC,0
91.6,7,CHC,0
78.2,51,CHC,0
103.2,29.9,CHC,2
95.2,38,CHC,0
82.9,-20.7,CHC,0
105.1,-12,CHC,0
74.7,12,CHC,0
63.2,-21.1,CHC,0
108.7,-17.2,CHC,0
81.1,57,CHC,0
97.6,-33.6,CHC,0
91.1,25,CHC,0
107.5,2.8,CHC,0.9
100.3,38,CHC,0
96.7,44.9,CHC,0
82.5,57.7,CHC,0
58.9,1.4,CHC,0
98.9,2,CHC,0
82.9,-20.7,CHC,0
101.5,-5,CHC,0
25.5,11,CHC,0
105.3,1,CHC,0
57.3,-58,CHC,0
82.9,-20.7,CHC,0
100.5,18,CHC,1.25
92.4,10,CHC,0
89.6,28,CHC,0
90.7,21.7,CHC,1.25
84.4,39,CHC,0
86.1,29,CHC,0
92.4,24.5,CHC,1.6
103.4,3.6,CHC,0.9
97.7,-3,CHC,0
94.4,-4,CHC,0
96.5,32.4,CHC,0
88.7,-1,CHC,0
94.1,-3,CHC,0
83.6,43,CHC,0
73.7,-13,CHC,0
82.4,84,CHC,0
101.1,38.6,CHC,0
88.6,53.6,CHC,0
77.4,32,CHC,0
82.9,-20.7,CHC,0
79.1,46.9,CHC,0
101.1,15,CHC,0.9
80,29.9,CHC,1.25
67,-13,CHC,0
88.5,32,CHC,0
99.5,14,CHC,0.9
82.7,13.4,CHC,0.9
94,36,CHC,0
104.5,12,CHC,0.9
88.3,39,CHC,0
89.8,-11,CHC,0
85.5,-58,CHC,0.9
78,-1,CHC,0
92,26,CHC,0
79.1,1.1,CHC,0.9
78.3,17,CHC,0.9
88.8,56,CHC,0
84.9,22,CHC,0
93.8,-6.2,CHC,0
102.3,8,CHC,0
94.4,46,CHC,0
56.7,-11,CHC,0
77.1,49.9,CHC,0
82.9,-20.7,CHC,0
86,-3,CHC,0
101.6,32,CHC,0
97.9,7,CHC,0
100.5,-2.6,CHC,1.25
102.9,48,CHC,0
98.4,34.9,CHC,2
94,29,CHC,0
78.3,49,CHC,0
33.2,-21,CHC,0
88.5,-3,CHC,0
90.9,25.8,CHC,0
104.5,15.8,CHC,0
87,31,CHC,0
106.4,18.1,CHC,0
